Viol Location,Offense,Speed Limit,Officer Name,Vio Date,Vio Time,Original Bal
1800   NWMILITARY                                                                                            HY,SPEEDING  55 MPH in a  35 MPH zone,35,"CRAWFORD, TONY",6/21/2017,2:52:00 PM,231.1
800      LOCKHILL SELMA                                                                                      RD,SPEEDING  53 MPH in a  35 MPH zone,35,"CASTANEDA, RAYMOND",6/21/2017,12:37:00 AM,221.1
0001600  BLK JACKSON KELLER,SPEEDING  47 MPH in a  35 MPH zone,35,"COSSU, DANIEL",6/21/2017,12:21:00 PM,191.1
1100   NWLOOP 410 EBML,SPEEDING  86 MPH in a  65 MPH zone,65,"CASTANEDA, RAYMOND",6/21/2017,1:33:00 AM,236.1
1700   NWLOOP 410 WBML,SPEEDING  82 MPH in a  65 MPH zone,65,"DAVILA, J",6/20/2017,9:25:00 PM,216.1
2200   NWMILITARY                                                                                            HY,SPEEDING  45 MPH in a  35 MPH zone,35,"CRAWFORD, TONY",6/20/2017,8:51:00 AM,191.1
1800   NWMILITARY                                                                                            HY,SPEEDING  54 MPH in a  35 MPH zone,35,"MUNOZ, R.",6/20/2017,6:27:00 PM,251.1
1600   NWMILITARY                                                                                            HY,SPEEDING  50 MPH in a  35 MPH zone,35,"DAVILA, J",6/20/2017,4:45:00 PM,216.1
5500     BLANCO                                                                                              RD,SPEEDING  49 MPH in a  35 MPH zone,35,"MUNOZ, R.",6/20/2017,4:07:00 PM,281.1
1700     LOCKHILL SELMA                                                                                      RD,SPEEDING  53 MPH in a  35 MPH zone,35,"LEMMON, MATTHEW",6/20/2017,12:57:00 PM,221.1
6600     WEST                                                                                                AV,SPEEDING  51 MPH in a  35 MPH zone,35,"CRAWFORD, TONY",6/20/2017,12:22:00 PM,291.1
6600     WEST                                                                                                AV,SPEEDING  50 MPH in a  35 MPH zone,35,"CRAWFORD, TONY",6/20/2017,11:57:00 AM,286.1
2100   NWMILITARY                                                                                            HY,SPEEDING  53 MPH in a  35 MPH zone,35,"LEMMON, MATTHEW",6/20/2017,11:30:00 AM,221.1
2100   NWMILITARY                                                                                            HY,SPEEDING  47 MPH in a  35 MPH zone,35,"LEMMON, MATTHEW",6/20/2017,10:57:00 AM,201.1
2100   NWMILITARY                                                                                            HY,SPEEDING  53 MPH in a  35 MPH zone,35,"CRAWFORD, TONY",6/20/2017,10:36:00 AM,231.1
2100   NWMILITARY                                                                                            HY,SPEEDING  60 MPH in a  35 MPH zone,35,"LEMMON, MATTHEW",6/20/2017,10:03:00 AM,336.1
2000   NWMILITARY                                                                                            HY,SPEEDING  52 MPH in a  35 MPH zone,35,"LEMMON, MATTHEW",6/19/2017,7:19:00 PM,216.1
1700   NWLOOP 410 WBML,SPEEDING  90 MPH in a  65 MPH zone,65,"LEMMON, MATTHEW",6/18/2017,7:51:00 PM,256.1
0002100  BLK NW LOOP 410 WBML,SPEEDING  81 MPH in a  65 MPH zone,65,"COSSU, DANIEL",6/18/2017,6:14:00 PM,211.1
1900   NWMILITARY                                                                                            HY,SPEEDING  53 MPH in a  35 MPH zone,35,"LEMMON, MATTHEW",6/18/2017,4:34:00 PM,221.1
6900     WEST                                                                                                AV,SPEEDING  55 MPH in a  35 MPH zone,35,"CASTANEDA, RAYMOND",6/18/2017,2:30:00 AM,231.1
0005700  BLK BLANCO,SPEEDING  49 MPH in a  35 MPH zone,35,"COSSU, DANIEL",6/18/2017,12:51:00 PM,201.1
0005500  BLK BLANCO,SPEEDING  49 MPH in a  35 MPH zone,35,"COSSU, DANIEL",6/18/2017,12:38:00 PM,201.1
2000   NWLOOP 410 WBML,SPEEDING  86 MPH in a  65 MPH zone,65,"CASTANEDA, RAYMOND",6/18/2017,11:32:00 PM,236.1
1400     JACKSON KELLER                                                                                      RD,SPEEDING  49 MPH in a  35 MPH zone,35,"SIEMENS, J.",6/17/2017,9:31:00 AM,226.1
1800     JACKSON KELLER                                                                                      RD,SPEEDING  47 MPH in a  35 MPH zone,35,"SIEMENS, J.",6/17/2017,9:22:00 AM,191.1
5800     BLANCO                                                                                              RD,SPEEDING  50 MPH in a  35 MPH zone,35,"SIEMENS, J.",6/17/2017,8:53:00 AM,206.1
5700     BLANCO                                                                                              RD,SPEEDING  48 MPH in a  35 MPH zone,35,"SIEMENS, J.",6/17/2017,8:32:00 AM,196.1
6600     BLANCO                                                                                              RD,SPEEDING  55 MPH in a  35 MPH zone,35,"CRAWFORD, TONY",6/17/2017,7:44:00 AM,231.1
1200   NWLOOP 410 EBFR,SPEEDING  68 MPH in a  45 MPH zone,45,"LEMMON, MATTHEW",6/17/2017,5:31:00 PM,246.1
0001700  BLK NW LOOP 410 EBML,SPEEDING  77 MPH in a  65 MPH zone,65,"COSSU, DANIEL",6/17/2017,5:09:00 PM,191.1
2100   NWMILITARY                                                                                            HY,SPEEDING  59 MPH in a  35 MPH zone,35,"CASTANEDA, RAYMOND",6/17/2017,2:04:00 AM,251.1
1100   NWLOOP 410 EBFR,SPEEDING  56 MPH in a  45 MPH zone,45,"SIEMENS, J.",6/17/2017,12:01:00 PM,186.1
5700     BLANCO                                                                                              RD,SPEEDING  50 MPH in a  35 MPH zone,35,"SIEMENS, J.",6/17/2017,10:32:00 AM,206.1
5800     BLANCO                                                                                              RD,SPEEDING  55 MPH in a  35 MPH zone,35,"SIEMENS, J.",6/17/2017,10:07:00 AM,231.1
1900   NWLOOP 410 WBML,SPEEDING  83 MPH in a  65 MPH zone,65,"DAVILA, J",6/16/2017,9:14:00 PM,321.1
1900   NWMILITARY                                                                                            HY,SPEEDING  55 MPH in a  35 MPH zone,35,"DAVILA, J",6/16/2017,8:32:00 PM,231.1
5800     BLANCO                                                                                              RD,SPEEDING  46 MPH in a  35 MPH zone,35,"SIEMENS, J.",6/16/2017,2:41:00 PM,186.1
5800     BLANCO                                                                                              RD,SPEEDING  54 MPH in a  35 MPH zone,35,"SIEMENS, J.",6/16/2017,2:06:00 PM,331.1
1800   NWMILITARY                                                                                            HY,SPEEDING  50 MPH in a  35 MPH zone,35,"SINGLETON, R.",6/16/2017,12:39:00 AM,256.1
1600     JACKSON KELLER                                                                                      RD,SPEEDING  51 MPH in a  35 MPH zone,35,"DAVILA, J",6/15/2017,5:00:00 PM,291.1
1200     LOCKHILL SELMA                                                                                      RD,SPEEDING  50 MPH in a  35 MPH zone,35,"DAVILA, J",6/15/2017,4:32:00 PM,206.1
5700     BLANCO                                                                                              RD,SPEEDING  48 MPH in a  35 MPH zone,35,"SIEMENS, J.",6/15/2017,3:31:00 PM,196.1
5800     BLANCO                                                                                              RD,SPEEDING  49 MPH in a  35 MPH zone,35,"SIEMENS, J.",6/15/2017,3:27:00 PM,201.1
5800     BLANCO                                                                                              RD,SPEEDING  55 MPH in a  35 MPH zone,35,"SIEMENS, J.",6/15/2017,3:16:00 PM,231.1
1700   NWMILITARY                                                                                            HY,SPEEDING  47 MPH in a  35 MPH zone,35,"ZUNIGA, E.",6/13/2017,5:50:00 PM,191.1
1700   NWMILITARY                                                                                            HY,SPEEDING  50 MPH in a  35 MPH zone,35,"ZUNIGA, E.",6/13/2017,5:25:00 PM,286.1
6700     WEST                                                                                                AV,SPEEDING  47 MPH in a  35 MPH zone,35,"ZUNIGA, E.",6/13/2017,4:43:00 PM,241.1
1100   NWLOOP 410 EBFR,SPEEDING  58 MPH in a  45 MPH zone,45,"ZUNIGA, E.",6/13/2017,4:13:00 PM,196.1
1200     LOOP 410,SPEEDING  65 MPH in a  45 MPH zone,45,"LEMMON, MATTHEW",6/13/2017,3:58:00 PM,361.1
1700   NWMILITARY                                                                                            HY,SPEEDING  47 MPH in a  35 MPH zone,35,"ZUNIGA, E.",6/13/2017,3:35:00 PM,191.1
6700     WEST                                                                                                AV,SPEEDING  37 MPH in a  35 MPH zone,35,"ZUNIGA, E.",6/13/2017,12:14:00 PM,181.1
6400     WEST                                                                                                AV,SPEEDING  46 MPH in a  35 MPH zone,35,"ZUNIGA, E.",6/12/2017,5:41:00 PM,186.1
2000   NWMILITARY                                                                                            HY,SPEEDING  50 MPH in a  35 MPH zone,35,"LEMMON, MATTHEW",6/12/2017,5:11:00 PM,206.1
1700   NWMILITARY                                                                                            HY,SPEEDING  47 MPH in a  35 MPH zone,35,"ZUNIGA, E.",6/12/2017,3:41:00 PM,191.1
6700     WEST                                                                                                AV,SPEEDING  47 MPH in a  35 MPH zone,35,"ZUNIGA, E.",6/12/2017,12:35:00 PM,216.1
2200   NWMILITARY                                                                                            HY,SPEEDING  49 MPH in a  35 MPH zone,35,"LEMMON, MATTHEW",6/12/2017,12:13:00 PM,201.1
2200   NWMILITARY                                                                                            HY,SPEEDING  53 MPH in a  35 MPH zone,35,"LEMMON, MATTHEW",6/12/2017,11:23:00 AM,221.1
2200   NWMILITARY                                                                                            HY,SPEEDING  52 MPH in a  35 MPH zone,35,"LEMMON, MATTHEW",6/12/2017,11:11:00 AM,296.1
2100   NWMILITARY                                                                                            HY,SPEEDING  50 MPH in a  35 MPH zone,35,"LEMMON, MATTHEW",6/12/2017,10:37:00 AM,206.1
1900   NWMILITARY                                                                                            HY,SPEEDING  47 MPH in a  35 MPH zone,35,"LEMMON, MATTHEW",6/12/2017,10:28:00 AM,191.1
6000     BLANCO                                                                                              RD,SPEEDING  50 MPH in a  35 MPH zone,35,"ZUNIGA, E.",6/12/2017,1:12:00 PM,231.1
2200   NWMILITARY                                                                                            HY,SPEEDING  61 MPH in a  35 MPH zone,35,"CRAWFORD, TONY",6/11/2017,9:42:00 AM,311.1
